svmcoef,  old_accuracy,  old_precision,  old_recall,  learning_time,  new_accuracy,  new_precision,  new_recall,  attack_time
0.013459603241553642,  0.86805219913,  0.87012987013,  0.653658536585,  188.97197364270687,  0.702754954084,  0.0,  0.0,  67.00401490181684
0.01951293422635963,  0.866602223296,  0.877505567929,  0.640650406504,  169.50581350922585,  0.702754954084,  0.0,  0.0,  76.55205480009317
0.028288694346259694,  0.86563557274,  0.8820861678,  0.632520325203,  182.68197179585695,  0.702754954084,  0.0,  0.0,  66.85642855614424
0.041011270705513005,  0.864668922185,  0.901678657074,  0.611382113821,  173.27023059874773,  0.702754954084,  0.0,  0.0,  73.47642629593611
0.05945570708544391,  0.861768970517,  0.91435768262,  0.590243902439,  164.3539810925722,  0.702754954084,  0.0,  0.0,  72.4994213283062
0.08619535664753032,  0.858385693572,  0.925925925926,  0.569105691057,  184.39463756978512,  0.702754954084,  0.0,  0.0,  71.32172087579966
0.12496091412919867,  0.884485258579,  0.917777777778,  0.671544715447,  191.4639084637165,  0.702754954084,  0.0,  0.0,  65.40103273838758
0.18116091942004134,  0.881101981634,  0.934117647059,  0.645528455285,  231.1730779632926,  0.702754954084,  0.0,  0.0,  46.741113394498825
0.26263635276533326,  0.884968583857,  0.931350114416,  0.661788617886,  219.84932292997837,  0.702754954084,  0.0,  0.0,  49.66438125818968
0.3807546021222372,  0.889318511358,  0.930803571429,  0.678048780488,  218.55933655798435,  0.702754954084,  0.0,  0.0,  49.041411615908146
0.5519954321281567,  0.893668438859,  0.949886104784,  0.678048780488,  213.540749669075,  0.702754954084,  0.0,  0.0,  56.9233838096261
0.8002502278161052,  0.884001933301,  0.96992481203,  0.629268292683,  219.72915347665548,  0.702754954084,  0.0,  0.0,  51.79549462348223
1.1601553017399715,  0.884001933301,  0.982005141388,  0.621138211382,  204.1249054670334,  0.702754954084,  0.0,  0.0,  62.97776234149933
1.6819243248808688,  0.882551957467,  0.979381443299,  0.617886178862,  216.30352014303207,  0.702754954084,  0.0,  0.0,  54.889712527394295
2.438354098268829,  0.871435476075,  0.975476839237,  0.582113821138,  214.3024359345436,  0.702754954084,  0.0,  0.0,  52.85952915251255
3.5349811050301057,  0.89125181247,  0.982673267327,  0.645528455285,  216.2438774779439,  0.702754954084,  0.0,  0.0,  55.31468489021063
5.124805876960932,  0.91203479942,  0.965591397849,  0.730081300813,  213.16603261232376,  0.702754954084,  0.0,  0.0,  61.08935321122408
7.42963950759495,  0.940550990817,  0.928571428571,  0.866666666667,  192.29709400236607,  0.702754954084,  0.0,  0.0,  65.15193163603544
10.77105056036769,  0.94683421943,  0.863309352518,  0.975609756098,  202.3183083087206,  0.297245045916,  0.297245045916,  1.0,  63.59415616840124
15.615230060004965,  0.793136781054,  0.589645254075,  1.0,  218.75112283229828,  0.297245045916,  0.297245045916,  1.0,  52.91730968654156
22.638034095214465,  0.417593040116,  0.337912087912,  1.0,  211.26070702821016,  0.297245045916,  0.297245045916,  1.0,  54.31506112217903
32.81927872511471,  0.315128081199,  0.302657480315,  1.0,  219.5778465718031,  0.297245045916,  0.297245045916,  1.0,  48.53841457515955
47.579443140094135,  0.297245045916,  0.297245045916,  1.0,  230.9345464333892,  0.297245045916,  0.297245045916,  1.0,  45.76364525407553
68.97785379387658,  0.297245045916,  0.297245045916,  1.0,  210.98918029665947,  0.297245045916,  0.297245045916,  1.0,  53.49490675330162
100.0,  0.297245045916,  0.297245045916,  1.0,  217.44249188899994,  0.297245045916,  0.297245045916,  1.0,  55.36101131886244
